Account,Annual Revenue,MAU,Vertical,MGR,commited mrr delta,total net mrr (ae),Tier
라미드관광,"72,237,920,000","6,970",여행 & 숙박 | Travel & Hospitality,"600,000",,,Tier 3
한국금융연수원,"10,000,000,000","217,657",교육 | Education,"1,000,000","1,500,000","1,500,000",Tier 2
모바일파킹,"12,000,000,000","5,425",렌탈 & 모빌리티 | Rental & Mobility,"2,000,000",,,Tier 5
대우건설,"10,419,200,000,000","92,061",제조 & 유통 | Manufacturing & Distribution,"2,000,000",,,Tier 1
이케이에프알,"7,100,000,000","6,282",렌탈 & 모빌리티 | Rental & Mobility,"600,000",,,Tier 5
주식회사슈피겐코리아,"298,700,000,000","18,784",커머스 | Commerce,"900,000","1,318,000","1,318,000",Tier 3
이랜드팜앤푸드,"316,300,000,000","6,626",커머스 | Commerce,"800,000",,,Tier 3
섬에어,-,"4,384",여행 & 숙박 | Travel & Hospitality,"800,000","713,250","713,250",
아워코퍼레이션,"9,600,000,000","223,405",커머스 | Commerce,"700,000","72,000","72,000",Tier 2
에스플란트치과병원,-,"8,048",헬스케어 | Healthcare,"500,000",,,
에어존,"6,800,000,000","2,684",전문 산업군 | Professional Services,"700,000","180,750","180,750",Tier 5
힘가네,"5,100,000,000","3,515",커머스 | Commerce,"500,000",,,Tier 5
주식회사 모드맨,"9,400,000,000","197,177",커머스 | Commerce,"600,000","492,750","492,750",Tier 2
플라이삼육오,"20,600,000,000","2,601",커머스 | Commerce,"800,000",,,Tier 5
유쾌한생각,"15,878,611,000","54,798",커머스 | Commerce,"900,000","1,018,500","1,018,500",Tier 4
베스트이노베이션,"15,100,000,000","52,486",커머스 | Commerce,"600,000","72,000","72,000",Tier 4
새로핸즈,"7,717,111,000","5,376",커머스 | Commerce,"400,000",,,Tier 5
HSG휴먼솔루션그룹,"8,200,000,000","40,102",교육 | Education,"700,000",,,Tier 4
쿄다이커머스,"5,000,000,000","10,756",커머스 | Commerce,"600,000",,,Tier 5
밀레시스텍,"11,000,000,000","11,957",제조 & 유통 | Manufacturing & Distribution,"2,000,000","1,434,750","1,434,750",Tier 4
비에스온,"113,396,724,000","76,293",커머스 | Commerce,"3,000,000",,,Tier 3
플랜닥스,"7,600,000,000","10,555",커머스 | Commerce,"500,000","1,005,000","1,005,000",Tier 5
압구정서울성형외과의원,"15,000,000,000","13,652",헬스케어 | Healthcare,"600,000",,,Tier 4
(주)삼익악기,"247,900,000,000","18,618",커머스 | Commerce,"500,000","943,000","943,000",Tier 3
휠라코리아,"366,800,000,000","228,223",커머스 | Commerce,"2,000,000","3,597,750","3,597,750",Tier 3
판촉사랑,"47,800,000,000","134,583",제조 & 유통 | Manufacturing & Distribution,"2,000,000","1,659,750","1,659,750",Tier 2
고려택배,"78,295,273,000","16,610",B2B & 솔루션 | B2B & Solutions,"1,200,000",,,Tier 3
대륙푸드,"8,500,000,000","2,696",커머스 | Commerce,"500,000",,,Tier 5
삼보개발,"44,938,267,000","150,033",여행 & 숙박 | Travel & Hospitality,"600,000",,"662,250",Tier 2
오피지지,"9,800,000,000","52,000,000",기타 | Others,"500,000",,,Tier 2
티엘파트너센터,"49,000,000,000","1,877",렌탈 & 모빌리티 | Rental & Mobility,"600,000",,,Tier 5
센스맘,"37,400,000,000","101,150",커머스 | Commerce,"1,200,000","804,750","804,750",Tier 2
삼화배드민턴,"9,800,000,000","3,159",커머스 | Commerce,"600,000",,,Tier 5
아레나코리아주식회사,"107,500,000,000","260,115",커머스 | Commerce,"1,500,000","2,578,500","2,578,500",Tier 2
한국미쓰비시엘리베이터,"263,300,000,000,000","4,813",제조 & 유통 | Manufacturing & Distribution,"600,000","849,750","849,750",Tier 1
닥터리쥬올,"7,000,000,000","7,740",커머스 | Commerce,"500,000","421,000","421,000",Tier 5
카랑,"24,053,740,000","3,075",렌탈 & 모빌리티 | Rental & Mobility,"1,200,000",,,Tier 5
주식회사 포몽드,"8,600,000,000","5,211",커머스 | Commerce,"400,000",,,Tier 5
(주)파크랜드,"184,630,000,000","300,457",커머스 | Commerce,"1,200,000","508,652","508,652",Tier 2
주식회사 룸페커,"21,440,712,000","327,000",커머스 | Commerce,"1,000,000","2,000,000","2,000,000",Tier 2
대구대학교,"219,400,000,000","372,151",교육 | Education,"1,000,000",,,Tier 2
아난티,"258,200,000,000","475,852",여행 & 숙박 | Travel & Hospitality,"2,000,000","1,718,250","1,718,250",Tier 2
주식회사 클래스어라운드,"5,800,000,000","82,263",교육 | Education,"700,000","525,092","525,092",Tier 4
국기원,"25,000,000,000","68,274",교육 | Education,"700,000","2,000,000","2,000,000",Tier 4
인크루트,"34,307,109,000","3,552,000",B2B & 솔루션 | B2B & Solutions,"700,000",,,Tier 2
허스크,"5,600,000,000","14,179",기타 | Others,"700,000",,,Tier 4
포유커뮤니케이션즈,"10,000,000,000","1,867",B2B & 솔루션 | B2B & Solutions,"500,000","555,000","555,000",Tier 5
굿마인드,"8,000,000,000","5,434",커머스 | Commerce,"900,000",,,Tier 5
우미건설,"2,093,400,000,000","15,297",B2B & 솔루션 | B2B & Solutions,"1,200,000",,,Tier 3
포캐스크이엔엠,"10,700,000,000","1,828",B2B & 솔루션 | B2B & Solutions,"1,000,000","2,930,250","2,930,250",Tier 5
네이트커뮤니케이션즈,"27,400,000,000","16,569",기타 | Others,"2,000,000","2,803,500","2,803,500",Tier 4
용마로지스,"400,425,581,000","29,659",B2B & 솔루션 | B2B & Solutions,"1,000,000",,,Tier 3
골든플랫폼,"78,700,000,000","4,073",제조 & 유통 | Manufacturing & Distribution,"2,000,000",,,Tier 3
중원산업,"12,849,887,000","3,785",여행 & 숙박 | Travel & Hospitality,"700,000",,,Tier 5
엠아이커피,"44,500,000,000","32,692",제조 & 유통 | Manufacturing & Distribution,"900,000",,,Tier 4
충북대학교,"423,600,000,000","444,354",교육 | Education,"1,000,000",,,Tier 1
프린피아,"103,500,000,000","10,220",커머스 | Commerce,"800,000","2,000,000","2,000,000",Tier 3
디쉐어,"57,000,000,000","4,540",B2B & 솔루션 | B2B & Solutions,"700,000","1,144,500","1,144,500",Tier 5
오드와,"8,700,000,000","76,717",커머스 | Commerce,"600,000",,,Tier 4
에이유테크,"10,741,967,000","21,256",렌탈 & 모빌리티 | Rental & Mobility,"700,000",,,Tier 4
클래스카드,"7,900,000,000","1,296,000",교육 | Education,"700,000",,,Tier 2
패스트파이브,"129,900,000,000","10,841",B2B & 솔루션 | B2B & Solutions,"1,000,000","409,387","409,387",Tier 3
미래인슈,"17,200,000,000",195,전문 산업군 | Professional Services,"2,000,000","1,035,000","1,035,000",Tier 5
씨너지,"16,600,000,000",120,커머스 | Commerce,"800,000","900,000","900,000",Tier 5
엠제이글로벌,"6,100,000,000","3,204",커머스 | Commerce,"800,000","867,637","867,637",Tier 5
약손명가헬스케어,"5,600,000,000","34,179",헬스케어 | Healthcare,"2,000,000","1,961,250","1,961,250",Tier 4
주식회사 엘지유플러스볼트업,"9,600,000,000","121,261",렌탈 & 모빌리티 | Rental & Mobility,"1,000,000",,,Tier 4
아이비김영,"12,268,310,000","79,266",교육 | Education,"2,000,000","1,438,500","1,438,500",Tier 4
그랜드성형외과의원,-,"29,075",헬스케어 | Healthcare,"600,000",,,
휴고성형외과의원,"10,000,000,000","15,178",헬스케어 | Healthcare,"500,000",,,Tier 4
가뿐메디컬,"4,700,000,000","6,062",커머스 | Commerce,"800,000","714,468","714,468",Tier 5
케이에프몰,"11,000,000,000","18,968",커머스 | Commerce,"1,000,000",,,Tier 4
케이티엠모바일,"345,600,000,000","4,510,000",전문 산업군 | Professional Services,"2,000,000","2,267,000","2,267,000",Tier 1
한국하니웰(주),"460,300,000,000","3,627,000",B2B & 솔루션 | B2B & Solutions,"800,000","699,637","699,637",Tier 1
더가치플래닛,"42,000,000,000","3,099",B2B & 솔루션 | B2B & Solutions,"2,000,000",,,Tier 5
(주)남선지티엘,"10,400,000,000","3,782",커머스 | Commerce,"1,000,000","42,000","42,000",Tier 5
엔에이치엔링크,"51,500,000,000","2,125,000",커머스 | Commerce,"2,000,000",,,Tier 2
압구정탑라인성형외과의원,"11,500,000,000","16,599",헬스케어 | Healthcare,"700,000","27,000","27,000",Tier 4
다바다씨에스,"17,400,000,000","1,231,000",B2B & 솔루션 | B2B & Solutions,"1,000,000",,,Tier 2
생명보험협회,"21,600,000,000","48,265",교육 | Education,"1,000,000",,,Tier 4
흥국에프앤비,"102,600,000,000","41,484",커머스 | Commerce,"1,000,000",,,Tier 3
블루필주식회사,"6,400,000,000","12,775",커머스 | Commerce,"500,000",,,Tier 4
두산베어스,"69,700,000,000","159,114",커머스 | Commerce,"1,500,000","1,400,000","1,400,000",Tier 2
참앤들황토농원,"8,300,000,000","4,528",커머스 | Commerce,"600,000",,,Tier 5
케이웨이컴퍼니,"22,158,090,000",-,커머스 | Commerce,"1,000,000","877,000","877,000",
(주)배움,"9,300,000,000","362,616",교육 | Education,"800,000",,,Tier 2
고투몰,"15,832,943,000","6,259",커머스 | Commerce,"500,000",,,Tier 5
서울특별시,"1,180,000,000,000","222,296",기타 | Others,"2,000,000",,,Tier 1
플러스준스튜디오,"6,100,000,000","7,780",렌탈 & 모빌리티 | Rental & Mobility,"700,000",,,Tier 5
코오롱인더스트리 fnc 부문,"3,846,800,000,000","193,471",커머스 | Commerce,"700,000",,,Tier 1
에스와이씨앤아이,"5,100,000,000","11,703",커머스 | Commerce,"500,000","591,750","591,750",Tier 5
키즈스콜레,"20,677,249,000","36,179",교육 | Education,"400,000","555,637","555,637",Tier 4
네이처모빌리티,"8,400,000,000","1,694",렌탈 & 모빌리티 | Rental & Mobility,"1,000,000","1,751,137","1,751,137",Tier 5
코스메카코리아,"462,500,000,000","29,130",제조 & 유통 | Manufacturing & Distribution,"1,000,000","747,000","747,000",Tier 3
학산문화사,"45,300,000,000","87,357",기타 | Others,"700,000","198,750","198,750",Tier 2
(주)윌비스,"49,300,000,000","546,892",커머스 | Commerce,"700,000","1,370,887","1,370,887",Tier 2
쥬얼리성형외과,"16,000,000,000","32,136",헬스케어 | Healthcare,"500,000",,,Tier 4
바바리안모터스,"1,124,750,000,000","51,635",렌탈 & 모빌리티 | Rental & Mobility,"1,000,000","3,800,000","3,800,000",Tier 3
대구시민프로축구단,"12,000,000,000","102,920",기타 | Others,"1,200,000","943,500","943,500",Tier 4
디지티모빌리티,"9,800,000,000","1,462",렌탈 & 모빌리티 | Rental & Mobility,"700,000",,,Tier 5
와이페이모어,"12,800,000,000","386,014",여행 & 숙박 | Travel & Hospitality,"1,300,000",,,Tier 2
이지서티,"8,200,000,000","6,311",B2B & 솔루션 | B2B & Solutions,"500,000",,,Tier 5
무진상사,"15,600,000,000","2,927",커머스 | Commerce,"900,000",,,Tier 5
(주)빌더스개발에이엠씨,"26,807,991,000","34,905",여행 & 숙박 | Travel & Hospitality,"1,500,000",,,Tier 4
이알코퍼레이션,"40,200,000,000","5,616",커머스 | Commerce,"1,200,000","1,013,387","1,013,387",Tier 5
주식회사파트라,"45,500,000,000","16,384",커머스 | Commerce,"900,000",,,Tier 4
동원와인플러스,"27,416,142,000","14,765",제조 & 유통 | Manufacturing & Distribution,"1,000,000",,,Tier 4
더원비앤에프,"21,545,391,000",-,커머스 | Commerce,"500,000",,"456,000",
아이디뷰티,"15,200,000,000","4,187",전문 산업군 | Professional Services,"600,000","1,507,750","1,507,750",Tier 5
에이텀스튜디오즈,"262,100,000",-,커머스 | Commerce,,,,
아모레몰(아모레퍼시픽),"4,000,000,000","166,385",커머스 | Commerce,"500,000",,,Tier 4
대한민국농수산,"45,200,000,000","84,309",커머스 | Commerce,"1,500,000","2,340,000","2,340,000",Tier 2
주식회사풀리오,"190,600,000,000","2,937,000",커머스 | Commerce,"6,000,000",,,Tier 1
충남대학교,"639,500,000,000","296,929",교육 | Education,"1,000,000","919,500","919,500",Tier 1
에스엠케이티앤아이,"88,185,275,000","209,507",커머스 | Commerce,"1,500,000","887,250","887,250",Tier 2
삼성화재,"114,000,000,000","7,262,000",B2B & 솔루션 | B2B & Solutions,"1,500,000",,,Tier 2
갤럭시아메타버스,"128,700,000,000","3,587",기타 | Others,"500,000",,,Tier 3
레드캡렌터카,"318,600,000,000","38,915",렌탈 & 모빌리티 | Rental & Mobility,"2,000,000",,,Tier 3
비오비투어,"9,400,000,000","60,158",여행 & 숙박 | Travel & Hospitality,"700,000","503,250","503,250",Tier 4
스캇노스아시아,"8,900,000,000","31,465",커머스 | Commerce,"600,000","885,637","885,637",Tier 4
쿠콘,"73,000,000,000","31,413",B2B & 솔루션 | B2B & Solutions,"2,000,000",,,Tier 3
케이민그룹,"5,000,000,000","75,445",커머스 | Commerce,"600,000","718,150","718,150",Tier 4
유한양행 류한양행 버들장터,"2,000,000,000,000","338,997",커머스 | Commerce,"1,000,000",,,Tier 1
삼성물산,"43,161,700,000,000","158,847",제조 & 유통 | Manufacturing & Distribution,"2,000,000",,,Tier 1
기린성형외과의원,"20,000,000,000","16,303",헬스케어 | Healthcare,"500,000","383,250","383,250",Tier 4
케이엘에이취인터내셔날,"56,700,000,000","3,016",제조 & 유통 | Manufacturing & Distribution,"800,000",,,Tier 5
CJ대한통운,"11,000,000,000,000","29,590,000",제조 & 유통 | Manufacturing & Distribution,"1,000,000",,,Tier 1
여의도순복음교회,"150,000,000,000","952,357",기타 | Others,"1,000,000",,,Tier 2
법무법인 더스마트(태승),"6,000,000,000","77,931",전문 산업군 | Professional Services,"600,000","2,033,887","2,033,887",Tier 4
파다코리아,"5,300,000,000",-,여행 & 숙박 | Travel & Hospitality,"1,000,000",,,
엘에이엔,"6,865,112,000","48,743",커머스 | Commerce,"500,000","293,250","293,250",Tier 4
초이스병원,"10,000,000,000",-,헬스케어 | Healthcare,"1,000,000","1,007,250","1,007,250",
농식품유통교육진흥원,"16,700,000,000","4,461",커머스 | Commerce,"800,000",,,Tier 5
숲소리,"9,600,000,000","177,215",커머스 | Commerce,"500,000",,,Tier 2
중소기업중앙회,"1,609,600,000,000","321,976",기타 | Others,"1,500,000",,,Tier 1
코업로지스틱스,"30,634,717,000","2,643",B2B & 솔루션 | B2B & Solutions,"800,000","863,250","863,250",Tier 5
동아사이언스,"16,135,052,000","2,922,000",교육 | Education,"1,200,000",,,Tier 2
땡스소윤,"20,800,000,000","15,601",커머스 | Commerce,"600,000","863,387","863,387",Tier 4
경주월드,"41,500,000,000","336,885",여행 & 숙박 | Travel & Hospitality,"1,000,000","1,037,250","1,037,250",Tier 2
삼일회계법인,"1,109,600,000,000","5,488,000",전문 산업군 | Professional Services,"2,000,000",,,Tier 1
피제이네이처,"6,000,000,000","23,377",커머스 | Commerce,"700,000","1,854,095","1,854,095",Tier 4
하이컨시,"381,869,873,000","11,050",기타 | Others,"2,000,000",,,Tier 3
여성기업종합정보포털,-,"35,728",전문 산업군 | Professional Services,"600,000","1,031,250","1,031,250",
제부도해상케이블카,"10,376,327,000","19,286",여행 & 숙박 | Travel & Hospitality,"800,000",,,Tier 4
꽃게명가 피시원,"30,400,000,000","4,073",커머스 | Commerce,"700,000",,,Tier 5
(주)베니토,"43,100,000,000","330,646",커머스 | Commerce,"1,500,000",,,Tier 2
홈니즈,"39,200,000,000","4,218",커머스 | Commerce,"2,000,000","2,154,000","2,154,000",Tier 5
저스트엔터,"2,000,000,000","40,745",커머스 | Commerce,"700,000","1,800,000","1,800,000",Tier 4
주식회사핀슬러코리아,"28,700,000,000",940,커머스 | Commerce,"900,000",,,Tier 5
케이원정보통신,"94,782,723,000","28,422",B2B & 솔루션 | B2B & Solutions,"1,000,000",,,Tier 3
미미박스,"30,323,542,000","26,933",커머스 | Commerce,"600,000",,,Tier 4
지비엠 (교복몰),"3,600,000,000","163,588",커머스 | Commerce,"1,000,000",,"1,364,274",Tier 4
한국일오삼,"140,000,000,000","65,390",B2B & 솔루션 | B2B & Solutions,"1,200,000","418,500","418,500",Tier 3
