Company / Account,Lead ID,Annual Revenue,Vertical (New),MAU,연매출 구간,MAU 구간,2차 QC,티어 구분 (실시간 반영),Tier_클러스터링 기준,Tier (Vertical Quantile)
틱톡코리아,00Q2w00000iYqW0,"29,300,000,000",기타 | Others,"3,044,000,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
월트디즈니컴퍼니코리아,00QIg0000026GEy,"179,451,640,000",기타 | Others,"347,100,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
페더럴익스프레스코리아,00QIg0000015WTT,"517,599,174,640",기타 | Others,"179,600,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
크리테오,00Q2w00000iYqWZ,"129,522,310,000",B2B & 솔루션 | B2B & Solutions,"151,000,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
아고다,00Q2w00000hEUyS,"11,900,000,000,000",여행 & 숙박 | Travel & Hospitality,"95,660,000",1조 이상,10만 이상,Pass,,,Tier 1
네이버쇼핑,00Q2w00000iYqV8,"2,923,000,000,000",커머스 | Commerce,"93,000,000",1조 이상,10만 이상,Pass,,,Tier 1
우버택시,00Q2w00000hGkNg,"61,600,000,000,000",렌탈 & 모빌리티 | Rental & Mobility,"77,840,000",1조 이상,10만 이상,Pass,,,Tier 1
에이치앤엠헤네스앤모리츠,00QIg0000015EQ9,"373,000,000,000",커머스 | Commerce,"68,970,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
동아닷컴,00QIg0000025Y2m,"23,389,096,000",기타 | Others,"65,360,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
동아일보사,00Q2w00000hFXaI,"271,518,970,000",기타 | Others,"65,360,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
디에이치엘글로벌포워딩코리아,00QIg0000024jdd,"578,541,000,000",제조 & 유통 | Manufacturing & Distribution,"61,200,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
에이비디에셋,00QTJ00000lhlNM,"15,800,000,000",여행 & 숙박 | Travel & Hospitality,"54,910,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
레노버글로벌테크놀로지코리아,00QIg0000024kI5,"160,801,000,000",커머스 | Commerce,"46,760,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
레고,00QTJ00000Hk4Zq,"173,700,000,000",커머스 | Commerce,"44,190,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
앱스플라이어,00Q2w00000iYqW3,"520,000,000,000",B2B & 솔루션 | B2B & Solutions,"42,950,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
조선일보,00QTJ00000I9PeO,"311,600,000,000",기타 | Others,"42,560,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
넥슨,00QIg00000254cg,"3,900,000,000,000",B2B & 솔루션 | B2B & Solutions,"38,180,000",1조 이상,10만 이상,Pass,,,Tier 1
에이비일팔공,00Q2w00000hG1Ld,"32,648,310,000",B2B & 솔루션 | B2B & Solutions,"30,380,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
제네바부산,00QTJ00000lhlGX,"19,000,000,000",여행 & 숙박 | Travel & Hospitality,"28,090,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
줌인,00QTJ00000G2cBG,"27,000,000,000",B2B & 솔루션 | B2B & Solutions,"25,050,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
엘지전자,00Q2w00000iYqWC,"87,000,000,000,000",제조 & 유통 | Manufacturing & Distribution,"20,790,000",1조 이상,10만 이상,Pass,,,Tier 1
매일경제신문사,00Q2w00000hFXa4,"234,724,380,000",기타 | Others,"20,720,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
미즈호은행,00QIg0000024jM7,"6,561,590,000,000",전문 산업군 | Professional Services,"20,600,000",1조 이상,10만 이상,Pass,,,Tier 1
하이에어코리아,00QIg0000024jm7,"379,486,000,000",제조 & 유통 | Manufacturing & Distribution,"20,600,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
씨제이온스타일,00QIg00000159NM,"1,451,400,000,000",커머스 | Commerce,"18,910,000",1조 이상,10만 이상,Pass,,,Tier 1
한국아이비엠,00QIg0000024jcS,"617,774,000,000",B2B & 솔루션 | B2B & Solutions,"16,550,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
경향신문사,00Q2w00000hFXaZ,"76,638,740,000",기타 | Others,"16,540,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
라이브스코어,00QTJ00000G8dvq,"11,000,000,000",기타 | Others,"15,140,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
시스코,00Q2w00000i0kWN,"31,321,920,000",B2B & 솔루션 | B2B & Solutions,"15,120,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
블라인드,00Q2w00000hGSV9,"30,000,000,000",기타 | Others,"14,250,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
워맥스,00QTJ000008eFwb,"48,828,721,359",커머스 | Commerce,"13,260,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
풋락커코리아,00QIg0000025aoB,"36,847,861,000",커머스 | Commerce,"12,940,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
MBC,00Q2w00000iYqZ4,"748,036,610,000",기타 | Others,"11,550,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
농업협동조합중앙회,00QIg0000024jM4,"6,663,990,000,000",기타 | Others,"10,550,000",1조 이상,10만 이상,Pass,,,Tier 1
샤넬,00Q2w00000hEYDP,"1,844,500,000,000",커머스 | Commerce,"10,460,000",1조 이상,10만 이상,Pass,,,Tier 1
알로요가코리아,00QTJ00000lF8oc,"1,400,000,000,000",커머스 | Commerce,"9,738,000",1조 이상,10만 이상,Pass,,,Tier 1
마시모두띠코리아,00Q2w00000hEWCL,"54,700,000,000",커머스 | Commerce,"9,267,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 1
메타넷티플랫폼,00QIg0000024jrF,"314,464,000,000",B2B & 솔루션 | B2B & Solutions,"9,021,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
순덕철강,00QIg0000024jrf,"310,182,000,000",제조 & 유통 | Manufacturing & Distribution,"9,021,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 2
에스피씨지에프에스,00QIg0000024jRF,"1,804,070,000,000",B2B & 솔루션 | B2B & Solutions,"9,021,000",1조 이상,10만 이상,Pass,,,Tier 1
범아로지텍,00QIg0000025XZF,"24,271,580,000",제조 & 유통 | Manufacturing & Distribution,"9,004,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
에르메스,00QTJ00000AuEFR,"964,200,000,000",커머스 | Commerce,"8,694,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
레이밴,00QTJ00000kT5rU,"23,400,000,000,000",커머스 | Commerce,"8,680,000",1조 이상,10만 이상,Pass,,,Tier 1
지에스리테일홈쇼핑,00Q2w00000iYqTx,"1,052,100,000,000",커머스 | Commerce,"8,593,000",1조 이상,10만 이상,Pass,,,Tier 1
아시아경제,00QIg0000025UJw,"85,242,477,000",기타 | Others,"7,238,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
서울경제,00QTJ00000I9pP7,"73,650,360,000",기타 | Others,"7,147,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
페이오니아,00QIg0000016Cix,"1,317,800,000,000",B2B & 솔루션 | B2B & Solutions,"6,733,000",1조 이상,10만 이상,Pass,,,Tier 1
이노윈,00QTJ00000lhlGC,"14,500,000,000",B2B & 솔루션 | B2B & Solutions,"6,719,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
인터넷 우체국,00Q2w00000hGSPa,"15,000,000,000",커머스 | Commerce,"6,003,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
themofisher,00QTJ00000kikZJ,"700,000,000,000",제조 & 유통 | Manufacturing & Distribution,"5,822,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
스카이스캐너,00QTJ00000Fdsw8,"221,100,000,000",여행 & 숙박 | Travel & Hospitality,"5,705,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
케이비증권,00QIg0000024jKl,"14,270,000,000,000",전문 산업군 | Professional Services,"5,431,000",1조 이상,10만 이상,Pass,,,Tier 1
한국금융지주,00QIg0000024jKL,"25,028,100,000,000",전문 산업군 | Professional Services,"5,431,000",1조 이상,10만 이상,Pass,,,Tier 1
DB,00QIg0000024jkl,"401,346,000,000",B2B & 솔루션 | B2B & Solutions,"5,431,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
히어닷컴,00QTJ000009UWZx,"20,400,000,000",B2B & 솔루션 | B2B & Solutions,"5,327,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
국민건강보험,00QTJ00000Hpsnq,"113,760,000,000,000",전문 산업군 | Professional Services,"5,310,000",1조 이상,10만 이상,Pass,,,Tier 1
바이트댄스,00Q2w00000i15T9,"110,000,000,000",기타 | Others,"4,917,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
기업은행,00QIg0000024jKB,"29,796,500,000,000",전문 산업군 | Professional Services,"4,908,000",1조 이상,10만 이상,Pass,,,Tier 1
트랜스코스모스코리아,00QIg0000024jkB,"412,144,000,000",B2B & 솔루션 | B2B & Solutions,"4,908,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
제네시스,00QIg0000026GHY,"175,000,000,000,000",렌탈 & 모빌리티 | Rental & Mobility,"4,309,000",1조 이상,10만 이상,Pass,,,Tier 1
포시즌스호텔서울,00Q2w00000hFJol,"47,100,000,000",여행 & 숙박 | Travel & Hospitality,"4,254,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 1
아시아나항공,00QIg0000024jME,"6,206,670,000,000",제조 & 유통 | Manufacturing & Distribution,"4,108,000",1조 이상,10만 이상,Pass,,,Tier 1
엘지씨엔에스,00QIg0000024jMe,"4,969,650,000,000",B2B & 솔루션 | B2B & Solutions,"4,108,000",1조 이상,10만 이상,Pass,,,Tier 1
호원,00QIg0000024jme,"370,400,000,000",제조 & 유통 | Manufacturing & Distribution,"4,108,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
국민일보,00QIg0000025xAu,"52,785,360,000",기타 | Others,"4,044,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
스위스시계,00QTJ00000lhlEJ,"10,000,000,000",커머스 | Commerce,"3,576,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
알앤디코리아,00QTJ00000lhlEj,"15,900,000,000",제조 & 유통 | Manufacturing & Distribution,"3,576,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
삼정,00QIg0000024y4p,"101,415,587,000",전문 산업군 | Professional Services,"3,429,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
쿠팡이츠서비스,00QIg0000024ja7,"723,278,000,000",제조 & 유통 | Manufacturing & Distribution,"3,423,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
에어비엔비,00Q2w00000i0gSp,"13,000,000,000,000",여행 & 숙박 | Travel & Hospitality,"3,258,000",1조 이상,10만 이상,Pass,,,Tier 1
핌즈,00Q2w00000hGz5s,"14,343,030,000",B2B & 솔루션 | B2B & Solutions,"3,249,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
몽클레르,00QIg0000016YjQ,"344,146,670,000",커머스 | Commerce,"3,229,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
매일방송,00QTJ00000h65Aj,"245,700,000,000",전문 산업군 | Professional Services,"3,205,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
로얄캐닌코리아,00QIg0000024js3,"307,305,000,000",제조 & 유통 | Manufacturing & Distribution,"3,074,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 2
우리카드,00QTJ00000IUtSx,"2,120,900,000,000",기타 | Others,"2,974,000",1조 이상,10만 이상,Pass,,,Tier 1
베스트,00QIg0000026L9J,"11,520,360,000",전문 산업군 | Professional Services,"2,961,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
노키아솔루션앤네트웍스코리아,00QIg0000024k0J,"241,001,000,000",기타 | Others,"2,803,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
한국화학연구원,00QIg0000024k0j,"238,840,000,000",기타 | Others,"2,803,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
셀린느코리아,00QIg000002619M,"307,200,000,000",커머스 | Commerce,"2,690,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
풍농,00QIg0000024jng,"354,289,000,000",제조 & 유통 | Manufacturing & Distribution,"2,674,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
시티글로벌,00QIg0000024jnG,"359,889,000,000",전문 산업군 | Professional Services,"2,674,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
폴스타오토모티브코리아,00QIg0000026GCO,"44,300,000,000",렌탈 & 모빌리티 | Rental & Mobility,"2,496,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
좋은아침,00QIg0000025WMQ,"15,571,859,000",제조 & 유통 | Manufacturing & Distribution,"2,442,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
전자신문사,00QIg0000025a84,"39,568,627,000",기타 | Others,"2,406,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
뉴스핌,00QIg0000025Usi,"16,715,428,000",기타 | Others,"2,296,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
메드트로닉코리아,00QIg0000024jid,"437,708,000,000",헬스케어 | Healthcare,"2,271,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
유비벨록스,00QIg0000024jiD,"449,332,000,000",B2B & 솔루션 | B2B & Solutions,"2,271,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
입소스,00QIg0000025X0g,"59,209,862,000",기타 | Others,"2,264,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
프라다코리아,00Q2w00000hGWKR,"603,242,300,000",커머스 | Commerce,"2,249,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
메리츠화재,00QTJ00000Hwdgj,"11,819,400,000,000",전문 산업군 | Professional Services,"2,220,000",1조 이상,10만 이상,Pass,,,Tier 1
호텔신라,00Q2w00000hFJrI,"2,542,823,766,448",여행 & 숙박 | Travel & Hospitality,"2,166,000",1조 이상,10만 이상,Pass,,,Tier 1
고려에이치씨,00QIg0000024jYq,"782,955,000,000",기타 | Others,"2,106,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
우진플라임,00QIg0000024jyQ,"254,579,000,000",제조 & 유통 | Manufacturing & Distribution,"2,106,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
케이티서비스북부,00QIg0000024jyq,"251,852,000,000",기타 | Others,"2,106,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
트립어드바이저,00QTJ00000Fr1YP,"2,300,000,000,000",여행 & 숙박 | Travel & Hospitality,"2,099,000",1조 이상,10만 이상,Pass,,,Tier 1
도이치은행서울지점,00QIg0000024jsl,"299,843,000,000",전문 산업군 | Professional Services,"2,066,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
세방전지,00QIg0000024jSL,"1,473,140,000,000",제조 & 유통 | Manufacturing & Distribution,"2,066,000",1조 이상,10만 이상,Pass,,,Tier 1
리모아코리아,00QTJ00000hc1Tl,"70,525,500,000",커머스 | Commerce,"2,000,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 1
자이언트,00QIg0000024jy1,"257,728,000,000",전문 산업군 | Professional Services,"1,918,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
해성디에스,00QIg0000024jY1,"839,358,000,000",제조 & 유통 | Manufacturing & Distribution,"1,918,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
국민연금공단,00QIg0000024jK5,"34,845,000,000,000",기타 | Others,"1,915,000",1조 이상,10만 이상,Pass,,,Tier 1
두원중공업,00QIg0000024jk5,"412,795,000,000",제조 & 유통 | Manufacturing & Distribution,"1,915,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
에이온코리아보험중개,00QIg0000025Xe7,"54,075,084,000",전문 산업군 | Professional Services,"1,840,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
닐슨코리아,00QTJ00000ik71x,"39,800,000,000",기타 | Others,"1,747,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
한국베링거인겔하임동물약품,00QIg0000025Tcq,"99,809,702,000",B2B & 솔루션 | B2B & Solutions,"1,727,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 1
한국와콤,00QIg0000025bud,"32,921,109,000",B2B & 솔루션 | B2B & Solutions,"1,689,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
롯데면세점제주,00QIg0000024k7G,"203,351,000,000",커머스 | Commerce,"1,661,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
미래에셋금융서비스,00QIg0000024k7g,"201,678,000,000",전문 산업군 | Professional Services,"1,661,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
굿스플로,00QIg0000025YeC,"26,200,000,000",B2B & 솔루션 | B2B & Solutions,"1,628,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
하해,00QIg0000024k3q,"220,677,000,000",제조 & 유통 | Manufacturing & Distribution,"1,610,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
세도캠핑,00QIg0000024k3Q,"223,113,000,000",제조 & 유통 | Manufacturing & Distribution,"1,610,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
backpac,00QIg0000025Xci,"46,900,000,000",커머스 | Commerce,"1,587,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
골든구스코리아,00Q2w00000i0kXK,"35,100,000,000",커머스 | Commerce,"1,523,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
쿠쿠,00Q2w00000iZS4E,"747,900,000,000",커머스 | Commerce,"1,512,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
대구광역시청,00QIg0000027JAT,"3,194,700,000,000",기타 | Others,"1,505,000",1조 이상,10만 이상,Pass,,,Tier 1
아비크라이프,00QTJ00000G2H0L,"40,000,000,000",커머스 | Commerce,"1,463,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
에스엘,00QIg0000024jNC,"4,174,540,000,000",제조 & 유통 | Manufacturing & Distribution,"1,380,000",1조 이상,10만 이상,Pass,,,Tier 1
현대미포조선,00QIg0000024jNc,"3,716,860,000,000",제조 & 유통 | Manufacturing & Distribution,"1,380,000",1조 이상,10만 이상,Pass,,,Tier 1
한국에스지에스,00QIg0000024k9V,"193,545,000,000",헬스케어 | Healthcare,"1,350,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
LVMH,00QIg0000024e4b,"127,212,600,000,000",커머스 | Commerce,"1,337,000",1조 이상,10만 이상,Pass,,,Tier 1
아크네스튜디오 코리아,00Q2w00000hFZLE,"16,600,000,000",커머스 | Commerce,"1,320,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
훼스토,00QTJ00000AveML,"123,500,000,000",B2B & 솔루션 | B2B & Solutions,"1,312,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
트립닷컴,00QIg0000015Fid,"15,400,000,000",여행 & 숙박 | Travel & Hospitality,"1,239,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
대우학원,00QIg0000024kRD,"144,011,000,000",교육 | Education,"1,234,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
신화모텍,00QIg0000024kRd,"142,844,000,000",제조 & 유통 | Manufacturing & Distribution,"1,234,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
비월드,00QIg0000025auc,"18,972,588,000",제조 & 유통 | Manufacturing & Distribution,"1,188,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
댄포스,00QIg0000026Gs0,"159,131,520,000",B2B & 솔루션 | B2B & Solutions,"1,141,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
다이와로얄코리아,00QTJ00000l9Sq5,"24,300,000,000",커머스 | Commerce,"1,135,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
지멘스에너지,00QIg0000024k4R,"218,056,000,000",제조 & 유통 | Manufacturing & Distribution,"1,074,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
씽크풀,00QIg0000025UbL,"10,963,509,000",B2B & 솔루션 | B2B & Solutions,"1,073,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
케이비엘,00QIg0000027LXE,"35,510,000,000",기타 | Others,"1,072,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
칸토덴카코리아,00QIg0000024kMI,"146,939,000,000",제조 & 유통 | Manufacturing & Distribution,"1,069,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
애보트메디칼코리아,00QIg0000024kMi,"137,738,000,000",헬스케어 | Healthcare,"1,069,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
건국대학교,00QTJ00000mGg7k,"276,500,000,000",교육 | Education,"1,066,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
레고랜드,00QIg000003F80T,"37,976,370,000",여행 & 숙박 | Travel & Hospitality,"1,065,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 1
브리티쉬아메리칸토바코코리아제조,00QIg0000024jey,"539,771,000,000",제조 & 유통 | Manufacturing & Distribution,"1,061,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
바스프퍼포먼스폴리아마이드코리아,00QIg0000024jeY,"554,595,000,000",B2B & 솔루션 | B2B & Solutions,"1,061,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
페이스아트코리아,00QTJ00000lhlJM,"21,800,000,000",기타 | Others,"1,057,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
한백에프앤씨,00QTJ00000lhlJm,"13,200,000,000",B2B & 솔루션 | B2B & Solutions,"1,057,000",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
건강보험심사평가원,00QTJ00000JU0UI,"458,118,630,000",기타 | Others,"1,046,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
지에스네트웍스,00QTJ00000ilhoB,"682,000,000,000",제조 & 유통 | Manufacturing & Distribution,"1,026,000",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
미주개발,00QIg0000024kIv,"157,466,000,000",전문 산업군 | Professional Services,"1,020,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
푸르밀,00QIg0000024kIV,"159,094,000,000",제조 & 유통 | Manufacturing & Distribution,"1,020,000",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
신촌세브란스,00QTJ00000JVwBI,"1,892,500,000,000",헬스케어 | Healthcare,"983,866",1조 이상,10만 이상,Pass,,,Tier 1
파카코리아,00QIg0000024k0C,"241,500,000,000",제조 & 유통 | Manufacturing & Distribution,"962,680",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
한농화성,00QIg0000024k0c,"239,433,000,000",제조 & 유통 | Manufacturing & Distribution,"962,680",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
EQL,00Q2w00000cASon,"1,542,200,000,000",커머스 | Commerce,"944,531",1조 이상,10만 이상,Pass,,,Tier 1
아미,00QIg0000025YeJ,"22,170,143,000",전문 산업군 | Professional Services,"921,688",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
대한항공씨앤디서비스,00QIg0000024k2n,"227,600,000,000",제조 & 유통 | Manufacturing & Distribution,"921,385",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
서해종합건설,00QIg0000024k2N,"230,120,000,000",전문 산업군 | Professional Services,"921,385",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
LGCNS,00Q2w00000iYqbT,"5,982,600,000,000",제조 & 유통 | Manufacturing & Distribution,"915,990",1조 이상,10만 이상,Pass,,,Tier 1
한국 머크,00QIg0000026FmT,"523,828,410,000",제조 & 유통 | Manufacturing & Distribution,"907,576",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
새마을금고중앙회,00QIg0000024jMH,"5,950,220,000,000",기타 | Others,"872,903",1조 이상,10만 이상,Pass,,,Tier 1
이지스자산운용,00QIg0000024jmh,"369,288,000,000",전문 산업군 | Professional Services,"872,903",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
컨플루언트코리아,00QIg000002Ux2p,"1,342,500,000,000",B2B & 솔루션 | B2B & Solutions,"858,203",1조 이상,10만 이상,Pass,,,Tier 1
스터디맥스,00QTJ00000ELyWK,"28,400,000,000",B2B & 솔루션 | B2B & Solutions,"855,987",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
중원엔지니어링,00QIg0000024jmB,"378,446,000,000",제조 & 유통 | Manufacturing & Distribution,"844,082",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
한국마사회,00QIg0000024jMB,"6,431,050,000,000",기타 | Others,"844,082",1조 이상,10만 이상,Pass,,,Tier 1
도이치아우토,00QIg0000024juc,"282,126,000,000",렌탈 & 모빌리티 | Rental & Mobility,"839,414",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
에스케이피아이씨글로벌,00QIg0000024jUC,"1,237,700,000,000",제조 & 유통 | Manufacturing & Distribution,"839,414",1조 이상,10만 이상,Pass,,,Tier 1
현대차증권,00QIg0000024jUc,"1,186,030,000,000",전문 산업군 | Professional Services,"839,414",1조 이상,10만 이상,Pass,,,Tier 1
에어로케이항공,00Q2w00000i0cVl,"142,241,180,000",제조 & 유통 | Manufacturing & Distribution,"836,313",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
에이로케이항공,00QIg000003E5a4,"142,241,190,000",여행 & 숙박 | Travel & Hospitality,"836,313",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
사회복지법인삼성생명공익재단,00QIg0000024jQc,"2,004,760,000,000",전문 산업군 | Professional Services,"821,857",1조 이상,10만 이상,Pass,,,Tier 1
삼성서울병원,00QTJ00000JHsST,"1,994,400,000,000",헬스케어 | Healthcare,"821,857",1조 이상,10만 이상,Pass,,,Tier 1
토리컴,00QIg0000024jqc,"320,572,000,000",제조 & 유통 | Manufacturing & Distribution,"821,857",3000억 - 1조 미만,10만 이상,Pass,,,Tier 2
서로푸드,00QIg0000025UZE,"11,018,321,000",커머스 | Commerce,"800,660",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
에네오스코리아,00QIg0000024jbM,"675,378,000,000",B2B & 솔루션 | B2B & Solutions,"791,283",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
팟빵,00QTJ00000lZeVm,"16,248,386,000",기타 | Others,"787,499",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
Rezi,00Q2w00000dtQxQ,"2,500,000,000,000",기타 | Others,"764,248",1조 이상,10만 이상,Pass,,,Tier 1
한국 맥도날드,00QIg0000026wc0,"1,250,000,000,000",제조 & 유통 | Manufacturing & Distribution,"756,870",1조 이상,10만 이상,Pass,,,Tier 1
한국맥도날드,00QIg0000015i3U,"1,250,000,000,000",커머스 | Commerce,"756,870",1조 이상,10만 이상,Pass,,,Tier 1
이솝코리아,00QTJ00000Hk4a1,"130,600,000,000",커머스 | Commerce,"752,465",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
