Company / Account,Lead ID,Annual Revenue,Vertical (New),MAU,연매출 구간,MAU 구간,2차 QC,티어 구분 (실시간 반영),Tier_클러스터링 기준,Tier (Vertical Quantile)
롯데제과,00Q2w00000hEh72,"4,074,500,000,000",커머스 | Commerce,"271,845",1조 이상,10만 이상,Pass,,,Tier 1
에스엠하이플러스,00QIg0000027aer,"180,176,000,000",B2B & 솔루션 | B2B & Solutions,"269,183",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
디비생명보험,00QIg0000024jPX,"2,363,060,000,000",전문 산업군 | Professional Services,"266,655",1조 이상,10만 이상,Pass,,,Tier 1
맥스솔루션,00QIg0000024jpX,"331,131,000,000",커머스 | Commerce,"266,655",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
아우토슈타트,00QIg0000024jpx,"326,769,000,000",렌탈 & 모빌리티 | Rental & Mobility,"266,655",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
이수화학,00QIg0000024jPx,"2,207,650,000,000",제조 & 유통 | Manufacturing & Distribution,"266,655",1조 이상,10만 이상,Pass,,,Tier 1
케이엔엔,00QIg0000027B6B,"61,100,000,000",기타 | Others,"265,286",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
마우나오션씨씨,00QTJ00000jYsYk,"30,400,000,000",여행 & 숙박 | Travel & Hospitality,"264,761",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 1
온채널,00QIg0000025V44,"28,463,107,000",B2B & 솔루션 | B2B & Solutions,"259,070",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
한국공인금거래소는,00QTJ00000lIlgX,"3,919,700,000,000",커머스 | Commerce,"258,685",1조 이상,10만 이상,Pass,,,Tier 1
삼육대학교,00Q2w00000hDKRB,"64,100,000,000",교육 | Education,"258,071",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
아이쉐어링소프트,00QTJ00000lN4sk,"10,000,000,000",기타 | Others,"257,480",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
앤드모어,00QIg0000025Yrv,"46,218,737,000",커머스 | Commerce,"255,126",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
에보닉코리아,00QIg0000024jhQ,"470,503,000,000",제조 & 유통 | Manufacturing & Distribution,"251,725",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
한성모터스,00QIg0000024jhq,"460,338,000,000",렌탈 & 모빌리티 | Rental & Mobility,"251,725",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
준우약품,00QTJ00000lhlIM,"13,000,000,000",헬스케어 | Healthcare,"246,358",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
케이디지,00QTJ00000lhlIm,"39,900,000,000",커머스 | Commerce,"246,358",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
램리서치매뉴팩춰링코리아,00QIg0000024jaH,"719,901,000,000",제조 & 유통 | Manufacturing & Distribution,"245,698",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
위메이드,00QIg0000024jhc,"463,492,000,000",B2B & 솔루션 | B2B & Solutions,"245,016",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
한국하니웰,00QIg0000024jhC,"477,098,000,000",제조 & 유통 | Manufacturing & Distribution,"245,016",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
비욘드라이브코퍼레이션,00Q2w00000hGJSi,"20,900,000,000",기타 | Others,"244,497",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
지엔에프비쓰리,00QIg0000024kQt,"134,597,000,000",제조 & 유통 | Manufacturing & Distribution,"243,888",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
한국광유,00QIg0000024kQT,"135,550,000,000",제조 & 유통 | Manufacturing & Distribution,"243,888",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
에이유브랜즈,00QIg0000025Tva,"17,437,546,000",커머스 | Commerce,"239,049",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
한국관광공사,00QIg00000254jX,"736,688,000,000",기타 | Others,"238,213",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
위메이드커넥트,00QIg0000025Y3k,"23,306,158,000",B2B & 솔루션 | B2B & Solutions,"231,633",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
한일단조,00QIg0000024kDQ,"177,365,000,000",제조 & 유통 | Manufacturing & Distribution,"230,986",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
애디언트동성,00QIg0000024kDq,"175,901,000,000",렌탈 & 모빌리티 | Rental & Mobility,"230,986",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
나인포인트,00QTJ00000jPmNi,"11,342,679,000",여행 & 숙박 | Travel & Hospitality,"229,985",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
삼성전자로지텍,00QIg0000026b2u,"1,673,355,200,000",제조 & 유통 | Manufacturing & Distribution,"227,944",1조 이상,10만 이상,Pass,,,Tier 1
에트로코리아,00QTJ00000lhlFK,"12,500,000,000",커머스 | Commerce,"227,697",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
에이치엠엠피에스에이신항만,00QIg0000024kHk,"161,887,000,000",제조 & 유통 | Manufacturing & Distribution,"225,856",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
참빛원주도시가스,00QIg0000024kHK,"162,817,000,000",제조 & 유통 | Manufacturing & Distribution,"225,856",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
와이엠개발,00QIg0000024kAH,"190,609,000,000",전문 산업군 | Professional Services,"225,644",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
근화이앤씨,00QIg0000024k5s,"210,130,000,000",전문 산업군 | Professional Services,"225,644",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
천일정기화물자동차,00QIg0000024k5S,"212,117,000,000",제조 & 유통 | Manufacturing & Distribution,"225,644",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
강동구도시관리공단,00QTJ00000JcVxZ,"14,151,950,000",기타 | Others,"225,632",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
사빅코리아,00QIg0000024kIk,"158,133,000,000",제조 & 유통 | Manufacturing & Distribution,"225,490",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
조이슨세이프티시스템스코리아,00QIg0000024kIK,"159,670,000,000",제조 & 유통 | Manufacturing & Distribution,"225,490",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
한국교육개발원,00Q2w00000iEHSd,"75,817,930,000",기타 | Others,"221,240",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
한국선급,00QIg0000024kL8,"151,164,000,000",B2B & 솔루션 | B2B & Solutions,"220,936",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
한국양성평등진흥원,00Q2w00000hFYNf,"15,600,000,000",기타 | Others,"220,396",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
유니컴즈,00Q2w00000hE8sf,"78,200,000,000",B2B & 솔루션 | B2B & Solutions,"220,174",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
리드코프,00QIg0000024jc6,"638,085,000,000",제조 & 유통 | Manufacturing & Distribution,"216,082",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
스탁컴퍼니,00Q2w00000hDqop,"23,662,610,000",커머스 | Commerce,"215,805",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
델타에어라인스인코포레이티드,00QIg0000024kMO,"146,786,000,000",제조 & 유통 | Manufacturing & Distribution,"212,609",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
한국원자력안전기술원,00QIg0000024kMo,"137,617,000,000",기타 | Others,"212,609",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
빗썸코리아,00QIg0000024jqg,"320,103,000,000",전문 산업군 | Professional Services,"212,519",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
세종텔레콤,00QIg0000024jqG,"324,268,000,000",기타 | Others,"212,519",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
셀트리온헬스케어,00QIg0000024jQg,"1,972,190,000,000",헬스케어 | Healthcare,"212,519",1조 이상,10만 이상,Pass,,,Tier 1
한화투자증권,00QIg0000024jQG,"2,114,260,000,000",전문 산업군 | Professional Services,"212,519",1조 이상,10만 이상,Pass,,,Tier 1
가톨릭대학교 서울성모병원,00QIg0000015pkr,"1,784,300,000,000",헬스케어 | Healthcare,"211,664",1조 이상,10만 이상,Pass,,,Tier 1
LG디스플레이,00QIg0000024jKH,"26,151,800,000,000",제조 & 유통 | Manufacturing & Distribution,"211,209",1조 이상,10만 이상,Pass,,,Tier 1
한빛출판네트워크,00QIg0000025WkT,"15,356,391,000",커머스 | Commerce,"210,553",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
센싸타테크놀러지스코리아,00QIg0000024kH9,"163,713,000,000",제조 & 유통 | Manufacturing & Distribution,"209,112",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
건국대학교병원,00QTJ00000J0obN,"382,356,270,000",헬스케어 | Healthcare,"208,110",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
비에스투코리아,00QIg0000025Thy,"31,525,902,000",커머스 | Commerce,"206,807",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
가레트모션코리아,00QIg0000024k0U,"240,322,000,000",렌탈 & 모빌리티 | Rental & Mobility,"205,518",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
한국체육산업개발,00QIg0000026pv6,"81,200,000,000",기타 | Others,"203,885",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
토빅스,00Q2w00000hGiZO,"10,000,000,000",커머스 | Commerce,"203,873",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
금강,00QTJ00000AIqVY,"106,400,000,000",커머스 | Commerce,"203,025",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
김앤장 법률사무소,00Q2w00000iYydN,"1,500,000,000,000",전문 산업군 | Professional Services,"202,163",1조 이상,10만 이상,Pass,,,Tier 1
마리오쇼핑,00QIg000002Ux4v,"40,700,000,000",커머스 | Commerce,"202,101",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
글락소스미스클라인,00QIg0000026H1B,"407,188,960,000",커머스 | Commerce,"199,401",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
한국화학융합시험연구원,00QIg0000024kB0,"187,053,000,000",기타 | Others,"199,017",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
스미토모세이카폴리머스코리아,00QIg0000024k0B,"241,600,000,000",제조 & 유통 | Manufacturing & Distribution,"196,780",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
인텔리안테크,00QIg0000024k0b,"239,465,000,000",제조 & 유통 | Manufacturing & Distribution,"196,780",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
언파운디즘,00QIg000003Eqeo,"11,854,791,000",커머스 | Commerce,"196,434",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
시디즈,00Q2w00000gBrLJ,"206,628,905,000",커머스 | Commerce,"194,878",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
휴테크산업,00Q2w00000gBrLj,"14,740,710,000",커머스 | Commerce,"194,878",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
SK건설,00QTJ00000lbZ8b,"5,417,300,000,000",전문 산업군 | Professional Services,"194,411",1조 이상,10만 이상,Pass,,,Tier 1
SK에코플랜트,00QTJ00000lbq9R,"9,317,600,000,000",제조 & 유통 | Manufacturing & Distribution,"194,411",1조 이상,10만 이상,Pass,,,Tier 1
jdc면세점,00QTJ00000gRY5R,"465,100,000,000",커머스 | Commerce,"194,080",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
한양대학교병원,00QTJ00000JI31L,"874,645,160,000",헬스케어 | Healthcare,"193,831",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
람정제주개발,00QIg0000024k24,"231,961,000,000",여행 & 숙박 | Travel & Hospitality,"192,910",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
네츄럴굿띵스,00QIg0000025UfC,"16,913,799,000",커머스 | Commerce,"191,290",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
서울의과학연구소,00QIg0000024jiU,"440,794,000,000",기타 | Others,"190,132",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
신라교역,00QIg0000024jiu,"432,649,000,000",제조 & 유통 | Manufacturing & Distribution,"190,132",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
티원,00QIg0000025aWy,"12,534,548,000",기타 | Others,"189,036",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
명지병원,00QIg0000015oup,"285,847,700,000",헬스케어 | Healthcare,"188,961",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
부산신항국제터미널,00QIg0000024kNh,"140,900,000,000",제조 & 유통 | Manufacturing & Distribution,"188,718",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
전주원파워,00QIg0000024kNH,"141,879,000,000",제조 & 유통 | Manufacturing & Distribution,"188,718",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
키스템프그룹,00QIg0000025Wp7,"60,035,749,000",기타 | Others,"186,615",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
메가존클라우드,00QIg00000252ez,"1,400,000,000,000",B2B & 솔루션 | B2B & Solutions,"185,132",1조 이상,10만 이상,Pass,,,Tier 1
로얄개발,00QIg0000025Vha,"25,465,078,000",여행 & 숙박 | Travel & Hospitality,"184,223",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 1
리어스,00QIg0000025VhA,"27,286,830,000",제조 & 유통 | Manufacturing & Distribution,"184,223",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
하이버,00Q2w00000hGTvr,"14,000,000,000",커머스 | Commerce,"181,667",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
강남세브란스병원,00QIg000003GjVv,"3,565,500,000,000",헬스케어 | Healthcare,"180,456",1조 이상,10만 이상,Pass,,,Tier 1
한국콜마,00QIg0000026vBl,"2,155,400,000,000",제조 & 유통 | Manufacturing & Distribution,"180,039",1조 이상,10만 이상,Pass,,,Tier 1
경복대학교,00QIg0000025ZKj,"43,690,143,000",교육 | Education,"177,301",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
코앤컴,00QTJ00000j90gS,"103,800,000,000",커머스 | Commerce,"175,898",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
더스킨팩토리,00Q2w00000iYqZL,"101,305,120,000",커머스 | Commerce,"175,081",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
엘지씨앤에스,00Q2w00000iYqZl,"5,982,600,000,000",B2B & 솔루션 | B2B & Solutions,"175,081",1조 이상,10만 이상,Pass,,,Tier 1
그루앤컴퍼니,00Q2w00000hErn3,"16,901,400,000",커머스 | Commerce,"174,082",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
하이그린파킹,00QIg0000025X0x,"59,100,513,000",기타 | Others,"173,861",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
빔보큐에스알코리아,00QIg0000025UCN,"30,450,552,000",제조 & 유통 | Manufacturing & Distribution,"173,823",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
비앤씨인터내셔널,00Q2w00000hEqvG,"87,800,000,000",커머스 | Commerce,"171,712",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
로지아이,00Q2w00000hDqKy,"24,314,466,000",커머스 | Commerce,"171,075",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
코스맥스이스트,00QIg0000024jeR,"556,837,000,000",기타 | Others,"170,223",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
안리쓰코퍼레이션,00QTJ00000RT8bc,"33,500,000,000",제조 & 유통 | Manufacturing & Distribution,"169,653",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
엠티에프레져,00QTJ00000iw1aH,"15,922,330,000",여행 & 숙박 | Travel & Hospitality,"169,268",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
삼성창원병원,00QTJ00000JKUS1,"225,991,880,000",헬스케어 | Healthcare,"168,655",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
비에비스나무병원,00QIg0000015opa,"13,400,000,000",헬스케어 | Healthcare,"168,564",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
치트키,00Q2w00000YZUlc,"12,000,000,000",커머스 | Commerce,"168,275",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
페이즈북앤라이프,00QTJ00000GFggv,"34,700,000,000",전문 산업군 | Professional Services,"168,141",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
바커케미칼코리아,00QIg0000024jdM,"588,866,000,000",헬스케어 | Healthcare,"167,753",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
콜마비앤에이치,00QIg0000024jdm,"575,903,000,000",제조 & 유통 | Manufacturing & Distribution,"167,753",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
FITI시험연구원,00QTJ00000CDpsD,"116,800,000,000",기타 | Others,"167,444",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
베바스토코리아홀딩스,00QIg0000024jgt,"481,131,000,000",제조 & 유통 | Manufacturing & Distribution,"167,231",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
순수본,00Q2w00000i0kXa,"43,600,000,000",커머스 | Commerce,"166,956",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
VFcoporation,00Q2w00000i0kXA,"13,950,000,000,000",커머스 | Commerce,"166,956",1조 이상,10만 이상,Pass,,,Tier 1
울산대학교병원,00QTJ00000JKErv,"475,376,320,000",헬스케어 | Healthcare,"166,760",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
한국교육과정평가원,00QIg0000024kFD,"170,314,000,000",기타 | Others,"166,023",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
코히런트코리아,00QIg0000024kFd,"168,495,000,000",제조 & 유통 | Manufacturing & Distribution,"166,023",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
서울디자인재단,00QIg0000026rqk,"17,208,000,000",기타 | Others,"165,826",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
성균관대학교산학협력단,00QIg0000024jrb,"310,554,000,000",전문 산업군 | Professional Services,"165,558",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
에스에프에이,00QIg0000024jRb,"1,684,370,000,000",제조 & 유통 | Manufacturing & Distribution,"165,558",1조 이상,10만 이상,Pass,,,Tier 1
에이에스엠케이,00QIg0000024jof,"341,275,000,000",제조 & 유통 | Manufacturing & Distribution,"164,173",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
융진,00QIg0000024joF,"346,322,000,000",제조 & 유통 | Manufacturing & Distribution,"164,173",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
현대로템,00QIg0000024jOF,"3,163,340,000,000",제조 & 유통 | Manufacturing & Distribution,"164,173",1조 이상,10만 이상,Pass,,,Tier 1
효성화학,00QIg0000024jOf,"2,878,560,000,000",제조 & 유통 | Manufacturing & Distribution,"164,173",1조 이상,10만 이상,Pass,,,Tier 1
후이즈,00QIg0000025VIb,"16,381,650,000",B2B & 솔루션 | B2B & Solutions,"163,892",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
이마트에브리데이,00QIg0000024jTB,"1,358,220,000,000",커머스 | Commerce,"163,309",1조 이상,10만 이상,Pass,,,Tier 1
팬택씨앤아이,00QIg0000024jTb,"1,316,300,000,000",B2B & 솔루션 | B2B & Solutions,"163,309",1조 이상,10만 이상,Pass,,,Tier 1
한국캐피탈,00QIg0000024jtB,"295,396,000,000",전문 산업군 | Professional Services,"163,309",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
브이피,00Q2w00000hGjRQ,"100,143,990,000",전문 산업군 | Professional Services,"161,298",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
사랑의열매,00QIg0000015D88,"847,700,000,000",기타 | Others,"159,411",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
대한적십자,00QIg000003GEGG,"740,100,000,000",기타 | Others,"158,914",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
부영,00QIg0000024jbg,"662,583,000,000",기타 | Others,"158,914",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
세경의료재단 새빛안과병원,00QIg00000165MB,"28,000,000,000",헬스케어 | Healthcare,"158,686",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
하나캐피탈,00Q2w00000hFwlQ,"396,063,680,000",전문 산업군 | Professional Services,"156,877",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
제로페이,00QIg0000026P2P,"1,253,000,000,000",전문 산업군 | Professional Services,"154,465",1조 이상,10만 이상,Pass,,,Tier 1
서울여자대학교,00Q2w00000hDKRL,"100,000,000,000",교육 | Education,"153,889",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
MathWorks,00Q2w00000hEUWN,"20,000,000,000,000",제조 & 유통 | Manufacturing & Distribution,"152,682",1조 이상,10만 이상,Pass,,,Tier 1
디엔솔루션즈,00QIg0000024jQ5,"2,176,290,000,000",제조 & 유통 | Manufacturing & Distribution,"152,411",1조 이상,10만 이상,Pass,,,Tier 1
한라엔컴,00QIg0000024jq5,"325,415,000,000",제조 & 유통 | Manufacturing & Distribution,"152,411",3000억 - 1조 미만,10만 이상,Pass,,,Tier 2
전국24시콜화물,00QIg0000025Vf0,"30,050,306,000",제조 & 유통 | Manufacturing & Distribution,"152,229",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
미쏘,00QIg000003G0Xp,"140,000,000,000",커머스 | Commerce,"150,571",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
러브패리스,00QTJ00000irfzm,"15,132,610,000",커머스 | Commerce,"149,810",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
프리츠한센에이에스,00QIg0000026nVQ,"17,020,000,000",커머스 | Commerce,"149,091",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
대우학원아주대학교의료원,00QIg0000024jaZ,"706,929,000,000",헬스케어 | Healthcare,"147,979",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
에스아이플렉스,00QIg0000024jaz,"689,325,000,000",제조 & 유통 | Manufacturing & Distribution,"147,979",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
준글로벌,00QTJ00000lhlIL,"57,100,000,000",여행 & 숙박 | Travel & Hospitality,"147,951",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 1
케이디상사,00QTJ00000lhlIl,"23,000,000,000",헬스케어 | Healthcare,"147,951",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
건보공단일산병원,00QTJ00000JNyrl,"126,532,700,000,000",헬스케어 | Healthcare,"147,766",1조 이상,10만 이상,Pass,,,Tier 1
농협생명,00QIg0000024Pas,"4,460,900,000,000",기타 | Others,"147,318",1조 이상,10만 이상,Pass,,,Tier 1
함안자원,00QIg0000024jl4,"395,532,000,000",제조 & 유통 | Manufacturing & Distribution,"147,318",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
돌쇠네농산물,00Q2w00000iYqU8,"57,500,000,000",커머스 | Commerce,"147,316",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
플레이위드코리아,00QTJ00000lhlJS,"42,962,780,000",기타 | Others,"147,129",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
홍보시계,00QTJ00000lhlJs,"54,682,380,000",제조 & 유통 | Manufacturing & Distribution,"147,129",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
셔틀,00QTJ00000N1upY,"10,000,000,000",기타 | Others,"146,212",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
보라매병원,00QTJ00000JDiWY,"288,096,450,000",헬스케어 | Healthcare,"146,181",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 1
마이다스아이티,00QIg0000024xuL,"116,940,081,000",B2B & 솔루션 | B2B & Solutions,"145,296",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
아우디코리아,00Q2w00000gBrHJ,"1,119,342,140,000",렌탈 & 모빌리티 | Rental & Mobility,"145,170",1조 이상,10만 이상,Pass,,,Tier 1
지엔에이,00Q2w00000gBrHj,"52,500,000,000",렌탈 & 모빌리티 | Rental & Mobility,"145,170",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
솔베이스페셜티폴리머스코리아,00QIg0000024jxH,"262,146,000,000",기타 | Others,"144,928",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
아이디스홀딩스,00QIg0000024jXh,"874,051,000,000",제조 & 유통 | Manufacturing & Distribution,"144,928",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
지에스아이티엠,00QIg0000024jxh,"259,869,000,000",B2B & 솔루션 | B2B & Solutions,"144,928",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
푸디스트,00QIg0000024jXH,"913,487,000,000",커머스 | Commerce,"144,928",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
미쉐린코리아,00QIg0000027LNY,"155,264,000,000",기타 | Others,"144,701",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
고려대학교 구로병원,00QTJ00000JHpuR,"577,592,260,000",헬스케어 | Healthcare,"144,386",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
원주세브란스기독병원,00QTJ00000JNtAY,"2,134,700,000,000",헬스케어 | Healthcare,"143,754",1조 이상,10만 이상,Pass,,,Tier 1
우리금융캐피탈,00QIg0000024jTS,"1,324,200,000,000",전문 산업군 | Professional Services,"143,075",1조 이상,10만 이상,Pass,,,Tier 1
키오시아코리아,00QIg0000024jtS,"292,290,000,000",B2B & 솔루션 | B2B & Solutions,"143,075",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 2
한국전자금융,00QIg0000024jts,"288,913,000,000",전문 산업군 | Professional Services,"143,075",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
대구파티마병원,00QIg0000015oip,"685,400,000,000",헬스케어 | Healthcare,"142,860",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
셀트리온,00Q2w00000hGWJs,"3,557,300,000,000",커머스 | Commerce,"142,652",1조 이상,10만 이상,Pass,,,Tier 1
티머니모빌리티,00Q2w00000hGhpk,"339,900,000,000",B2B & 솔루션 | B2B & Solutions,"142,479",3000억 - 1조 미만,10만 이상,Pass,,,Tier 2
페이퍼존,00QTJ00000lhlJN,"18,000,000,000",기타 | Others,"142,462",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
한신프로젝트,00QTJ00000lhlJn,"10,000,000,000",제조 & 유통 | Manufacturing & Distribution,"142,462",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 4
정림건축종합건축사사무소,00QIg0000024kP2,"139,027,000,000",전문 산업군 | Professional Services,"140,209",1000억 - 3000억 미만  ,10만 이상,Pass,,,Tier 3
제주렌트카,00QTJ00000fUN4R,"23,205,241,000",렌탈 & 모빌리티 | Rental & Mobility,"139,415",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 2
유디아이디,00QIg0000025WRS,"26,175,443,000",B2B & 솔루션 | B2B & Solutions,"139,351",100억 - 1000억 미만 ,10만 이상,Pass,,,Tier 3
동양생명,00QIg0000024jLC,"10,279,600,000,000",전문 산업군 | Professional Services,"139,078",1조 이상,10만 이상,Pass,,,Tier 1
브이씨에스,00QIg0000024jlC,"392,230,000,000",기타 | Others,"139,078",3000억 - 1조 미만,10만 이상,Pass,,,Tier 1
